ENSGene,Control_1,Control_2,SHSY5Y_1,SHSY5Y_2
ENSG00000273524,0,0,0,0
ENSG00000273532,0,0,0,0
ENSG00000273536,0,0,0,0
ENSG00000273537,0,0,0,0
ENSG00000273540,0,1,31,31
ENSG00000273541,0,0,0,0
ENSG00000273542,0,2,10,5
ENSG00000273544,0,0,0,0
ENSG00000273549,0,0,0,0
ENSG00000273550,0,0,0,0
ENSG00000273551,4,4,0,0
ENSG00000273552,0,0,0,0
ENSG00000273553,0,0,0,0
ENSG00000273554,0,0,2,1
ENSG00000273555,0,0,0,0
ENSG00000273557,0,0,0,0
ENSG00000273558,0,0,0,0
ENSG00000273559,610,557,933,936
ENSG00000273565,0,4,2,1
ENSG00000273566,0,0,0,0
ENSG00000273567,0,0,0,0
ENSG00000273568,0,0,0,0
ENSG00000273569,0,0,0,0
ENSG00000273570,0,0,0,0
ENSG00000273571,0,0,0,0
ENSG00000273573,0,0,0,0
ENSG00000273576,32,33,32,33
ENSG00000273580,0,0,0,0
ENSG00000273582,0,0,0,0
ENSG00000273584,0,0,0,0
ENSG00000273586,0,0,0,0
ENSG00000273587,0,0,0,0
ENSG00000273589,0,0,0,0
ENSG00000273590,4,1,8,3
ENSG00000273591,0,0,0,0
ENSG00000273593,0,0,0,0
ENSG00000273595,0,0,0,0
ENSG00000273596,0,0,0,0
ENSG00000273597,0,3,4,4
ENSG00000273598,0,0,0,0
ENSG00000273599,0,0,0,0
ENSG00000273600,0,0,0,0
ENSG00000273604,44,43,1429,1437
ENSG00000273606,0,0,0,0
ENSG00000273609,0,0,0,0
ENSG00000273610,0,0,0,0
ENSG00000273611,227,268,788,790
ENSG00000273612,0,0,0,0
ENSG00000273613,0,0,0,0
ENSG00000273614,0,0,0,0
ENSG00000273618,0,0,0,0
ENSG00000273619,21,29,69,70
ENSG00000273621,0,0,0,0
ENSG00000273623,0,0,0,0
ENSG00000273627,0,0,0,0
ENSG00000273628,0,0,0,0
ENSG00000273629,0,0,0,0
ENSG00000273634,0,0,0,0
ENSG00000273637,0,0,0,0
ENSG00000273639,0,0,6,5
ENSG00000273640,0,0,0,0
ENSG00000273643,0,0,0,0
ENSG00000273644,0,0,0,0
ENSG00000273648,0,0,0,0
ENSG00000273650,0,0,4,4
ENSG00000273654,3,4,8,9
ENSG00000273657,0,0,0,0
ENSG00000273658,0,0,0,0
ENSG00000273659,0,0,0,0
ENSG00000273664,0,0,0,0
ENSG00000273668,0,0,0,0
ENSG00000273669,0,0,3,2
ENSG00000273674,20,7,26,25
ENSG00000273675,0,0,0,0
ENSG00000273677,0,0,0,0
ENSG00000273679,0,0,0,0
ENSG00000273680,0,0,0,0
ENSG00000273682,9,3,5,3
ENSG00000273687,0,0,0,0
ENSG00000273691,0,0,0,0
ENSG00000273692,0,0,0,0
ENSG00000273693,0,0,0,4
ENSG00000273694,0,0,0,0
ENSG00000273696,0,0,0,0
ENSG00000273698,0,0,0,0
ENSG00000273700,0,0,0,0
ENSG00000273701,0,0,0,0
ENSG00000273702,4,5,75,70
ENSG00000273703,0,0,26,26
ENSG00000273704,0,0,0,0
ENSG00000273706,0,0,2,4
ENSG00000273709,0,0,0,0
ENSG00000273710,0,0,0,0
ENSG00000273711,0,0,0,0
ENSG00000273712,0,0,1,1
ENSG00000273716,0,0,0,0
ENSG00000273717,0,0,0,0
ENSG00000273719,0,0,0,0
ENSG00000273720,0,0,1,0
ENSG00000273721,0,0,0,0
ENSG00000273723,5,11,22,23
ENSG00000273724,5,4,23,20
ENSG00000273725,0,0,0,0
ENSG00000273727,0,0,0,0
ENSG00000273729,14,27,5,4
ENSG00000273730,0,0,0,0
ENSG00000273731,0,0,0,0
ENSG00000273732,0,0,0,0
ENSG00000273733,0,0,0,0
ENSG00000273734,15,7,5,6
ENSG00000273736,0,0,0,0
ENSG00000273739,0,0,0,0
ENSG00000273742,0,0,0,0
ENSG00000273744,0,0,0,0
ENSG00000273745,0,0,0,0
ENSG00000273746,0,0,0,0
ENSG00000273747,0,0,0,0
ENSG00000273748,898,951,1128,1153
ENSG00000273749,4646,4413,4904,4891
ENSG00000273750,0,0,0,0
ENSG00000273756,0,0,0,0
ENSG00000273758,0,0,0,0
ENSG00000273759,0,0,0,0
ENSG00000273760,0,0,0,0
ENSG00000273762,0,0,0,0
ENSG00000273763,11,2,64,65
ENSG00000273765,0,0,0,0
ENSG00000273767,0,0,0,0
ENSG00000273768,0,0,0,0
ENSG00000273769,0,0,0,0
ENSG00000273771,0,0,0,0
ENSG00000273773,0,0,0,0
ENSG00000273776,0,0,0,0
ENSG00000273777,0,0,1,1
ENSG00000273778,0,0,0,0
ENSG00000273782,0,0,0,0
ENSG00000273783,4,2,41,45
ENSG00000273784,26,34,67,68
ENSG00000273786,0,0,0,0
ENSG00000273788,0,0,0,0
ENSG00000273791,0,0,0,0
ENSG00000273792,0,0,0,0
ENSG00000273796,20,29,5,3
ENSG00000273797,0,0,0,0
ENSG00000273800,0,0,0,0
ENSG00000273802,8,11,148,150
ENSG00000273804,0,0,0,0
ENSG00000273805,1,2,0,0
ENSG00000273806,0,0,0,0
ENSG00000273812,0,2,4,4
ENSG00000273813,0,0,0,0
ENSG00000273816,0,0,0,0
ENSG00000273818,0,0,0,0
ENSG00000273819,4,0,2,2
ENSG00000273820,127,140,215,214
ENSG00000273821,0,1,3,3
ENSG00000273824,0,0,0,0
ENSG00000273825,0,0,0,0
ENSG00000273828,0,0,0,0
ENSG00000273829,0,0,0,0
ENSG00000273830,0,0,0,0
ENSG00000273835,0,0,0,0
ENSG00000273836,0,0,0,0
ENSG00000273837,0,0,0,0
ENSG00000273838,0,0,0,0
ENSG00000273840,0,0,0,0
ENSG00000273841,0,0,0,0
ENSG00000273843,0,0,0,0
ENSG00000273844,0,0,0,0
ENSG00000273846,0,0,0,0
ENSG00000273849,0,0,0,0
ENSG00000273851,0,0,0,0
ENSG00000273853,0,0,0,0
ENSG00000273855,0,0,0,0
ENSG00000273858,0,0,0,0
ENSG00000273860,0,0,0,0
ENSG00000273863,0,0,0,0
ENSG00000273866,0,0,0,0
ENSG00000273870,0,0,0,0
ENSG00000273872,0,0,0,0
ENSG00000273874,0,0,0,0
ENSG00000273876,0,0,0,0
ENSG00000273877,0,0,0,0
ENSG00000273882,0,0,0,0
ENSG00000273885,0,0,0,0
ENSG00000273886,0,0,0,0
ENSG00000273888,0,0,0,0
ENSG00000273890,0,0,0,0
ENSG00000273891,0,0,0,0
ENSG00000273893,0,0,0,0
ENSG00000273894,0,0,0,0
ENSG00000273897,0,0,0,0
ENSG00000273898,0,0,0,0
ENSG00000273899,3,0,2,2
ENSG00000273900,0,0,0,0
ENSG00000273901,0,0,0,0
ENSG00000273904,0,0,0,0
ENSG00000273906,0,0,0,0
ENSG00000273907,0,0,0,0
ENSG00000273908,0,0,0,0
ENSG00000273912,0,0,0,0
ENSG00000273913,0,0,0,0
ENSG00000273919,0,0,0,0
ENSG00000273920,0,0,0,0
ENSG00000273923,0,0,0,0
ENSG00000273925,0,0,0,0
ENSG00000273927,0,0,0,0
ENSG00000273932,0,0,0,0
ENSG00000273933,0,0,0,0
ENSG00000273937,0,0,0,0
ENSG00000273940,0,0,0,0
ENSG00000273942,0,0,0,0
ENSG00000273945,0,0,0,0
ENSG00000273946,0,0,0,0
ENSG00000273948,0,0,0,0
ENSG00000273950,0,0,0,0
ENSG00000273951,0,0,0,0
ENSG00000273956,0,0,0,0
ENSG00000273957,0,0,0,0
ENSG00000273958,0,0,0,0
ENSG00000273961,0,0,0,0
ENSG00000273962,0,0,0,0
ENSG00000273963,0,0,0,0
ENSG00000273964,0,0,0,0
ENSG00000273965,0,0,0,0
ENSG00000273966,0,0,0,0
ENSG00000273971,0,0,0,0
ENSG00000273972,0,1,0,0
ENSG00000273973,0,0,0,0
ENSG00000273974,0,0,0,0
ENSG00000273975,0,0,0,0
ENSG00000273976,0,0,0,0
ENSG00000273978,0,0,0,0
ENSG00000273979,0,0,0,0
ENSG00000273980,0,0,5,5
ENSG00000273981,0,0,0,0
ENSG00000273982,0,0,0,0
ENSG00000273983,0,3,52,51
ENSG00000273986,0,0,0,0
ENSG00000273987,0,0,0,0
ENSG00000273988,0,0,0,0
ENSG00000273989,0,0,0,0
ENSG00000273994,0,0,0,0
ENSG00000273997,0,0,0,0
ENSG00000273998,0,0,12,10
ENSG00000273999,0,0,0,0
ENSG00000274001,0,0,0,0
ENSG00000274002,0,0,3,3
ENSG00000274004,0,0,0,0
ENSG00000274006,0,0,0,0
ENSG00000274008,0,0,0,0
ENSG00000274010,0,0,2,3
ENSG00000274011,0,0,0,0
ENSG00000274012,0,0,0,0
ENSG00000274015,6,13,41,38
ENSG00000274017,0,0,0,0
ENSG00000274019,2,0,1,0
ENSG00000274020,70,68,0,0
ENSG00000274021,5,3,3,1
ENSG00000274022,0,0,0,0
ENSG00000274023,0,0,0,0
ENSG00000274024,0,0,0,0
ENSG00000274025,0,0,0,0
ENSG00000274026,1,8,20,48
ENSG00000274028,0,0,0,0
ENSG00000274029,0,0,0,0
ENSG00000274033,0,0,0,0
ENSG00000274034,0,0,0,0
ENSG00000274038,0,0,0,0
ENSG00000274044,0,0,0,0
ENSG00000274046,0,0,0,0
ENSG00000274049,28,22,29,28
ENSG00000274051,0,0,0,0
ENSG00000274052,0,0,0,0
ENSG00000274054,0,0,0,0
ENSG00000274055,0,0,0,0
ENSG00000274056,0,0,0,0
ENSG00000274059,0,0,0,0
ENSG00000274060,0,0,0,0
ENSG00000274062,0,0,0,0
ENSG00000274064,0,0,0,0
ENSG00000274066,0,0,0,0
ENSG00000274067,0,0,0,0
ENSG00000274070,309,268,498,498
ENSG00000274072,0,0,0,0
ENSG00000274075,0,0,0,0
ENSG00000274076,0,0,0,0
ENSG00000274079,0,0,0,0
ENSG00000274080,0,0,0,0
ENSG00000274086,0,0,0,0
ENSG00000274090,0,0,0,0
ENSG00000274091,0,0,0,0
ENSG00000274092,0,0,0,0
ENSG00000274093,0,0,0,0
ENSG00000274097,0,0,0,0
ENSG00000274098,0,0,0,0
ENSG00000274099,0,0,4,3
ENSG00000274102,0,0,0,0
ENSG00000274104,5,7,16,20
ENSG00000274105,0,0,0,0
ENSG00000274111,0,0,0,0
ENSG00000274114,0,0,0,0
ENSG00000274115,0,0,0,0
ENSG00000274116,0,0,0,0
ENSG00000274118,0,0,0,0
ENSG00000274121,0,0,0,0
ENSG00000274124,0,0,0,0
ENSG00000274127,0,0,0,0
ENSG00000274128,0,0,0,0
ENSG00000274133,0,0,0,0
ENSG00000274134,0,0,0,0
ENSG00000274135,0,0,3,2
ENSG00000274139,0,0,0,0
ENSG00000274149,0,0,0,0
ENSG00000274150,0,0,9,10
ENSG00000274154,0,0,0,0
ENSG00000274156,0,1,0,0
ENSG00000274157,0,0,0,0
ENSG00000274159,0,0,0,0
ENSG00000274162,0,0,0,0
ENSG00000274164,0,0,0,0
ENSG00000274167,0,0,1,1
ENSG00000274168,0,0,0,0
ENSG00000274170,0,0,0,0
ENSG00000274172,0,0,0,0
ENSG00000274173,0,0,0,0
ENSG00000274175,0,0,0,0
ENSG00000274177,0,0,0,0
ENSG00000274178,0,0,0,0
ENSG00000274180,930,1039,359,359
ENSG00000274181,0,0,0,0
ENSG00000274183,0,0,0,0
ENSG00000274184,0,0,0,0
ENSG00000274186,0,0,0,0
ENSG00000274191,0,1,4,4
ENSG00000274196,0,0,0,0
ENSG00000274197,0,0,0,0
ENSG00000274198,0,0,1,1
ENSG00000274199,0,0,0,0
ENSG00000274202,0,0,0,0
ENSG00000274204,0,0,0,0
ENSG00000274206,0,0,0,0
ENSG00000274209,5,0,0,0
ENSG00000274210,0,0,0,0
ENSG00000274211,622,717,2862,2846
ENSG00000274212,0,0,0,0
ENSG00000274213,1,2,5,4
ENSG00000274214,0,0,0,0
ENSG00000274215,0,0,0,0
ENSG00000274216,0,0,0,0
ENSG00000274219,0,0,0,0
ENSG00000274220,0,0,0,0
ENSG00000274225,4,1,3,3
ENSG00000274226,0,0,0,0
ENSG00000274227,0,0,0,0
ENSG00000274228,0,0,0,0
ENSG00000274230,0,0,0,0
ENSG00000274231,0,0,0,0
ENSG00000274234,0,0,0,0
ENSG00000274235,0,0,0,0
ENSG00000274238,0,0,0,0
ENSG00000274242,0,0,0,0
ENSG00000274244,0,0,0,0
ENSG00000274248,3,3,4,5
ENSG00000274251,0,0,0,0
ENSG00000274252,0,0,1,0
ENSG00000274253,9,7,155,141
ENSG00000274256,0,0,0,0
ENSG00000274258,0,0,0,0
ENSG00000274259,1,0,1,1
ENSG00000274261,0,0,0,0
ENSG00000274263,0,0,0,0
ENSG00000274265,84,98,45,49
ENSG00000274266,0,0,0,0
ENSG00000274269,2,0,4,4
ENSG00000274270,0,0,0,0
ENSG00000274272,0,0,0,0
ENSG00000274274,0,0,0,0
ENSG00000274275,0,0,0,0
ENSG00000274276,205,177,457,428
ENSG00000274279,0,0,0,0
ENSG00000274280,0,0,0,0
ENSG00000274281,0,0,0,0
ENSG00000274282,0,0,0,0
ENSG00000274284,0,0,0,0
ENSG00000274286,0,0,2,2
ENSG00000274290,26,15,420,397
ENSG00000274292,0,0,0,0
ENSG00000274293,0,0,0,0
ENSG00000274294,1,2,1,1
ENSG00000274295,0,0,0,0
ENSG00000274297,0,0,0,0
ENSG00000274299,0,0,0,0
ENSG00000274300,0,0,0,0
ENSG00000274303,0,0,0,0
ENSG00000274306,0,0,0,0
ENSG00000274308,0,0,0,0
ENSG00000274309,0,0,0,0
ENSG00000274310,0,0,0,0
ENSG00000274312,0,0,0,0
ENSG00000274314,0,0,0,0
ENSG00000274315,0,0,0,0
ENSG00000274316,0,0,0,0
ENSG00000274317,22,13,1,1
ENSG00000274319,0,0,0,0
ENSG00000274321,0,0,0,0
ENSG00000274322,0,0,0,0
ENSG00000274326,0,0,0,0
ENSG00000274328,0,0,0,0
ENSG00000274330,1,1,17,17
ENSG00000274331,0,0,0,0
ENSG00000274333,8,5,6,2
ENSG00000274340,1,6,0,0
ENSG00000274341,0,1,0,0
ENSG00000274342,0,0,0,0
ENSG00000274343,0,0,0,0
ENSG00000274344,0,0,0,0
ENSG00000274346,10,2,2,3
ENSG00000274347,0,0,0,0
ENSG00000274349,31,49,93,108
ENSG00000274350,0,0,0,0
ENSG00000274351,3,0,0,0
ENSG00000274353,0,0,0,0
ENSG00000274354,0,0,0,0
ENSG00000274355,0,0,0,0
ENSG00000274356,0,1,9,9
ENSG00000274357,0,0,0,0
ENSG00000274363,1,0,9,9
ENSG00000274364,0,0,0,0
ENSG00000274365,0,0,0,0
ENSG00000274367,0,0,4,3
ENSG00000274369,0,0,0,0
ENSG00000274370,79,79,8,7
ENSG00000274372,1,1,3,4
ENSG00000274373,0,0,1,1
ENSG00000274374,0,0,0,0
ENSG00000274376,0,0,0,0
ENSG00000274378,1,0,13,19
ENSG00000274379,0,0,0,0
ENSG00000274380,0,0,0,0
ENSG00000274381,0,0,0,0
ENSG00000274383,0,0,0,0
ENSG00000274385,0,0,0,0
ENSG00000274386,33,39,73,70
ENSG00000274387,0,0,0,0
ENSG00000274390,0,0,0,0
ENSG00000274391,0,0,0,0
ENSG00000274396,0,0,0,0
ENSG00000274397,0,0,1,1
ENSG00000274398,0,0,0,0
ENSG00000274400,0,2,4,2
ENSG00000274403,0,0,0,0
ENSG00000274408,0,0,0,0
ENSG00000274409,0,0,0,0
ENSG00000274414,31,16,3,3
ENSG00000274415,0,0,0,0
ENSG00000274417,0,0,0,0
ENSG00000274419,3,0,0,0
ENSG00000274420,0,0,0,0
ENSG00000274421,0,0,0,0
ENSG00000274422,2,5,41,34
ENSG00000274423,0,0,0,0
ENSG00000274424,0,0,0,0
ENSG00000274425,0,0,0,0
ENSG00000274427,0,0,0,0
ENSG00000274428,0,0,1,0
ENSG00000274430,0,0,0,0
ENSG00000274432,0,0,0,0
ENSG00000274441,0,0,0,0
ENSG00000274443,1,4,0,1
ENSG00000274444,0,0,21,13
ENSG00000274445,0,0,0,0
ENSG00000274446,0,0,0,0
ENSG00000274447,0,0,0,0
ENSG00000274450,0,0,0,0
ENSG00000274451,0,0,0,0
ENSG00000274452,0,0,0,0
ENSG00000274455,0,0,0,0
ENSG00000274458,0,0,0,0
ENSG00000274459,0,0,0,0
ENSG00000274460,17,17,4,4
ENSG00000274461,4,0,5,5
ENSG00000274466,0,0,0,0
ENSG00000274467,0,0,0,0
ENSG00000274468,0,0,0,0
ENSG00000274469,0,0,0,0
ENSG00000274471,64,53,190,186
ENSG00000274472,0,0,0,0
ENSG00000274475,0,0,0,0
ENSG00000274478,0,1,0,0
ENSG00000274481,0,0,0,0
ENSG00000274484,0,0,0,0
ENSG00000274486,0,0,0,0
ENSG00000274487,46,53,86,91
ENSG00000274489,0,0,0,0
ENSG00000274491,0,0,0,0
ENSG00000274492,1,2,42,38
ENSG00000274493,0,0,0,0
ENSG00000274494,0,0,0,0
ENSG00000274499,0,0,0,0
ENSG00000274500,0,0,0,0
ENSG00000274501,0,0,0,0
ENSG00000274502,0,0,0,0
ENSG00000274503,0,0,0,0
ENSG00000274505,0,0,0,0
ENSG00000274507,0,0,0,0
ENSG00000274508,0,0,0,0
ENSG00000274510,0,0,0,0
ENSG00000274512,104,90,107,99
ENSG00000274514,0,0,0,0
ENSG00000274515,0,0,0,0
ENSG00000274516,0,0,0,0
ENSG00000274520,0,0,0,0
ENSG00000274523,1065,1184,3078,3058
ENSG00000274525,4,5,46,47
ENSG00000274528,0,0,0,0
ENSG00000274529,0,0,0,0
ENSG00000274532,0,0,0,0
ENSG00000274535,0,0,0,0
ENSG00000274536,0,0,0,0
ENSG00000274541,0,0,0,0
ENSG00000274544,0,0,0,0
ENSG00000274547,0,0,0,0
ENSG00000274549,0,0,0,0
ENSG00000274551,0,1,2,2
ENSG00000274552,0,0,0,0
ENSG00000274553,0,0,0,0
ENSG00000274554,0,0,0,0
ENSG00000274559,0,0,0,0
ENSG00000274560,0,0,1,0
ENSG00000274561,0,0,0,0
ENSG00000274562,0,0,0,0
ENSG00000274565,74,88,83,83
ENSG00000274568,0,0,0,0
ENSG00000274569,0,0,5,2
ENSG00000274570,4,0,3,8
ENSG00000274572,0,0,0,0
ENSG00000274576,0,0,0,0
ENSG00000274578,0,0,0,0
ENSG00000274579,0,0,0,0
ENSG00000274582,0,0,0,0
ENSG00000274583,0,0,0,0
ENSG00000274584,0,0,0,0
ENSG00000274585,0,0,0,0
ENSG00000274588,0,0,107,105
ENSG00000274589,0,0,0,0
ENSG00000274591,0,0,0,0
ENSG00000274594,0,0,0,0
ENSG00000274598,0,0,0,0
ENSG00000274599,0,0,0,0
ENSG00000274600,0,0,1,4
ENSG00000274601,0,0,0,0
ENSG00000274602,83,81,562,551
ENSG00000274603,0,0,0,0
ENSG00000274605,69,65,336,318
ENSG00000274606,0,0,0,0
ENSG00000274607,0,0,0,0
ENSG00000274611,3,5,0,0
ENSG00000274612,0,0,0,0
ENSG00000274614,0,0,0,0
ENSG00000274615,4,3,3,1
ENSG00000274617,0,0,0,0
ENSG00000274618,0,0,1,1
ENSG00000274620,0,0,0,0
ENSG00000274621,0,0,0,0
ENSG00000274624,0,0,0,0
ENSG00000274625,0,0,0,0
ENSG00000274628,0,0,0,0
ENSG00000274629,0,0,0,0
ENSG00000274630,0,0,0,0
ENSG00000274631,0,0,0,0
ENSG00000274632,0,0,0,0
ENSG00000274637,0,0,0,0
ENSG00000274640,0,0,0,0
ENSG00000274641,0,0,23,23
ENSG00000274642,28,22,19,25
ENSG00000274647,0,0,0,0
ENSG00000274649,0,0,0,0
ENSG00000274652,0,0,0,0
ENSG00000274653,0,0,0,0
ENSG00000274654,0,0,0,0
ENSG00000274655,0,0,0,0
ENSG00000274656,0,0,0,0
ENSG00000274658,0,1,0,0
ENSG00000274659,0,0,0,0
ENSG00000274660,0,0,1,1
ENSG00000274662,0,0,0,0
ENSG00000274663,0,0,0,0
ENSG00000274664,0,0,0,0
ENSG00000274666,0,0,0,0
ENSG00000274667,0,0,0,0
ENSG00000274670,0,0,0,0
ENSG00000274677,0,0,0,0
ENSG00000274678,0,0,0,0
ENSG00000274680,0,0,0,0
ENSG00000274682,0,0,0,0
ENSG00000274685,0,0,0,0
ENSG00000274686,0,0,0,2
ENSG00000274688,0,0,0,0
ENSG00000274691,0,1,0,0
ENSG00000274693,0,0,0,0
ENSG00000274695,0,0,0,0
ENSG00000274697,0,0,0,0
ENSG00000274698,0,0,14,15
ENSG00000274701,0,0,0,0
ENSG00000274702,0,0,0,0
ENSG00000274704,0,0,0,0
ENSG00000274705,0,0,0,0
ENSG00000274709,0,0,0,0
ENSG00000274711,0,0,0,0
ENSG00000274712,0,0,0,0
ENSG00000274713,0,0,0,0
ENSG00000274716,0,0,0,0
ENSG00000274717,3,1,2,2
ENSG00000274718,0,0,0,0
ENSG00000274719,0,0,0,0
ENSG00000274721,0,0,0,0
ENSG00000274723,3,1,0,0
ENSG00000274727,0,0,0,0
ENSG00000274730,0,0,0,0
ENSG00000274732,0,0,0,0
ENSG00000274736,0,0,0,0
ENSG00000274737,0,0,0,0
ENSG00000274740,0,0,0,0
ENSG00000274742,0,0,0,0
ENSG00000274747,0,0,0,0
ENSG00000274748,0,0,0,0
ENSG00000274749,0,0,0,0
ENSG00000274750,136,121,99,103
ENSG00000274751,0,0,0,0
ENSG00000274752,7,7,0,0
ENSG00000274755,0,0,0,0
ENSG00000274756,0,0,0,0
ENSG00000274758,0,0,0,0
ENSG00000274759,0,0,0,0
ENSG00000274760,0,0,0,0
ENSG00000274764,0,0,0,0
ENSG00000274765,0,0,0,0
ENSG00000274766,3,0,0,0
ENSG00000274767,5,0,0,0
ENSG00000274769,18,21,28,27
ENSG00000274770,0,0,0,0
ENSG00000274772,0,0,0,0
ENSG00000274775,18,20,31,34
ENSG00000274776,0,0,0,0
ENSG00000274777,0,0,0,0
ENSG00000274790,0,0,0,0
ENSG00000274792,0,0,0,0
ENSG00000274797,0,0,0,0
ENSG00000274798,0,0,0,0
ENSG00000274799,0,0,0,0
ENSG00000274800,0,0,0,0
ENSG00000274805,0,0,0,0
ENSG00000274808,0,0,0,0
ENSG00000274809,0,0,0,0
ENSG00000274810,8,2,2,2
ENSG00000274813,0,0,5,5
ENSG00000274814,0,0,0,0
ENSG00000274816,0,0,0,0
ENSG00000274817,0,0,0,0
ENSG00000274818,26,12,14,13
ENSG00000274819,0,0,0,0
ENSG00000274820,0,0,0,0
ENSG00000274822,0,0,0,0
ENSG00000274823,0,0,0,0
ENSG00000274824,0,0,0,0
ENSG00000274825,2,0,25,26
ENSG00000274827,0,0,24,23
ENSG00000274828,0,0,0,0
ENSG00000274832,0,0,0,0
ENSG00000274833,1,1,3,3
ENSG00000274834,0,0,0,0
ENSG00000274835,0,0,0,0
ENSG00000274836,0,0,0,0
ENSG00000274837,0,0,0,0
ENSG00000274838,0,0,0,0
ENSG00000274840,0,0,0,0
ENSG00000274841,0,0,0,0
ENSG00000274844,0,0,0,0
ENSG00000274845,0,0,0,0
ENSG00000274847,0,0,0,0
ENSG00000274848,0,0,0,0
ENSG00000274849,0,0,0,0
ENSG00000274852,0,0,0,0
ENSG00000274855,0,0,0,0
ENSG00000274859,0,0,0,0
ENSG00000274860,0,0,0,0
ENSG00000274862,0,0,0,0
ENSG00000274863,0,0,2,2
ENSG00000274864,0,0,0,0
ENSG00000274866,0,0,0,0
ENSG00000274867,0,0,0,0
ENSG00000274868,0,0,0,0
ENSG00000274874,0,0,0,0
ENSG00000274878,0,0,0,0
ENSG00000274879,0,1,0,0
ENSG00000274883,0,0,0,0
ENSG00000274884,0,0,0,0
ENSG00000274886,0,0,0,0
ENSG00000274892,0,0,0,0
ENSG00000274893,0,0,0,0
ENSG00000274895,0,0,0,0
ENSG00000274898,0,0,0,0
ENSG00000274899,0,0,0,0
ENSG00000274901,0,0,0,0
ENSG00000274902,0,0,0,0
ENSG00000274903,0,0,0,0
ENSG00000274904,0,0,0,0
ENSG00000274915,0,0,0,0
ENSG00000274917,0,0,0,0
ENSG00000274918,0,0,0,0
ENSG00000274919,0,0,0,0
ENSG00000274922,8,9,19,19
ENSG00000274923,0,0,0,0
ENSG00000274925,32,12,48,45
ENSG00000274927,0,0,0,0
ENSG00000274928,0,0,0,0
ENSG00000274929,0,0,0,0
ENSG00000274930,0,0,0,0
ENSG00000274932,0,0,0,0
ENSG00000274933,0,0,2,1
ENSG00000274934,0,0,0,0
ENSG00000274937,0,0,0,0
ENSG00000274940,0,0,0,0
ENSG00000274943,0,0,0,0
ENSG00000274944,0,0,0,0
ENSG00000274949,2,2,2,2
ENSG00000274954,0,0,0,0
ENSG00000274962,0,0,0,0
ENSG00000274963,0,0,0,0
ENSG00000274964,0,0,0,0
ENSG00000274966,0,0,0,0
ENSG00000274967,0,0,0,0
ENSG00000274969,0,0,0,0
ENSG00000274970,0,0,0,0
ENSG00000274973,0,0,0,0
ENSG00000274975,0,0,0,0
ENSG00000274976,0,0,0,0
ENSG00000274977,0,0,0,0
ENSG00000274978,0,0,0,0
ENSG00000274979,0,0,0,0
ENSG00000274984,0,0,0,0
ENSG00000274985,0,0,0,0
ENSG00000274986,0,0,0,0
ENSG00000274987,0,0,0,0
ENSG00000274988,0,0,0,0
ENSG00000274993,0,0,0,0
ENSG00000274994,0,0,0,0
ENSG00000274995,0,0,0,0
ENSG00000274996,0,0,0,0
ENSG00000274997,0,0,7,7
ENSG00000274998,0,0,0,0
ENSG00000274999,0,0,0,0
ENSG00000275001,0,0,0,0
ENSG00000275002,0,0,0,0
ENSG00000275004,37,40,211,211
ENSG00000275005,0,0,0,0
ENSG00000275006,0,0,0,0
ENSG00000275011,0,0,1,1
ENSG00000275012,0,0,0,0
ENSG00000275014,0,0,0,0
ENSG00000275015,0,0,0,0
ENSG00000275016,4,1,1,1
ENSG00000275017,0,0,0,0
ENSG00000275022,0,0,0,0
ENSG00000275023,1907,1893,6721,6694
ENSG00000275024,0,0,0,0
ENSG00000275025,0,0,0,0
ENSG00000275026,0,0,0,0
ENSG00000275029,0,0,0,0
ENSG00000275030,0,0,0,0
ENSG00000275033,0,0,0,0
ENSG00000275034,0,0,0,0
ENSG00000275036,0,0,0,0
ENSG00000275038,0,0,45,44
ENSG00000275040,0,0,0,0
ENSG00000275041,0,0,0,1
ENSG00000275043,0,0,0,0
ENSG00000275046,0,0,0,0
ENSG00000275048,0,0,0,0
ENSG00000275052,1002,1343,3349,3351
ENSG00000275054,0,0,0,0
ENSG00000275055,0,0,0,0
ENSG00000275056,0,0,0,0
ENSG00000275060,0,0,0,0
ENSG00000275061,0,0,0,0
ENSG00000275063,0,0,101,105
ENSG00000275064,0,0,4,3
ENSG00000275066,1563,1583,2488,2465
ENSG00000275067,0,0,0,0
ENSG00000275068,0,0,0,0
ENSG00000275069,0,0,0,0
ENSG00000275070,0,0,0,0
ENSG00000275071,0,0,0,0
ENSG00000275072,0,0,0,0
ENSG00000275074,243,233,117,120
ENSG00000275075,0,0,0,0
ENSG00000275078,0,0,0,0
ENSG00000275084,0,0,0,0
ENSG00000275088,0,0,0,0
ENSG00000275090,0,0,0,0
ENSG00000275091,0,0,0,0
ENSG00000275092,0,0,0,0
ENSG00000275094,0,0,0,0
ENSG00000275097,0,0,4,1
ENSG00000275101,0,0,0,0
ENSG00000275103,0,0,0,0
ENSG00000275106,1,2,8,8
ENSG00000275107,0,0,0,0
ENSG00000275108,0,0,0,0
ENSG00000275109,0,0,0,0
ENSG00000275110,0,0,1,0
ENSG00000275111,146,161,257,260
ENSG00000275113,0,0,0,0
ENSG00000275115,0,0,0,0
ENSG00000275119,4,2,12,12
ENSG00000275120,5,4,16,13
ENSG00000275121,0,0,0,0
ENSG00000275126,0,0,11,11
