"User_ID sorted by SD","Ensembl_gene_id","symbol","C_1","C_2","S_1","S_2"
" ENSG00000253626","ENSG00000253626","  EIF5AL1;EIF5AL1",11,13,18,22
" ENSG00000158246","ENSG00000158246","  TENT5B;TENT5B",86,51,61,61
" ENSG00000164112","ENSG00000164112","  TMEM155;TMEM155",18,14,9,9
" ENSG00000260941","ENSG00000260941","  LINC00622;",11,8,16,17
" ENSG00000082641","ENSG00000082641","  NFE2L1;NFE2L1",11537,11802,8450,8347
" ENSG00000132842","ENSG00000132842","  AP3B1;AP3B1",2333,2476,1735,1728
" ENSG00000079112","ENSG00000079112","  CDH17;CDH17",16,7,9,8
" ENSG00000154781","ENSG00000154781","  CCDC174;CCDC174",637,538,803,796
" ENSG00000131067","ENSG00000131067","  GGT7;GGT7",2267,2126,1588,1577
" ENSG00000162623","ENSG00000162623","  TYW3;TYW3",647,640,906,889
" ENSG00000182586","ENSG00000182586","  LINC00334;",47,53,33,34
" ENSG00000090621","ENSG00000090621","  PABPC4;PABPC4",2713,2940,3926,3887
" ENSG00000255250","ENSG00000255250","  ;",20,9,15,13
" ENSG00000168026","ENSG00000168026","  TTC21A;TTC21A",175,187,126,130
" ENSG00000173692","ENSG00000173692","  PSMD1;PSMD1",3791,3938,5352,5374
" ENSG00000147202","ENSG00000147202","  DIAPH2;DIAPH2",208,250,315,310
" ENSG00000170035","ENSG00000170035","  UBE2E3;UBE2E3",1894,1971,2731,2631
" ENSG00000167671","ENSG00000167671","  UBXN6;UBXN6",2979,2885,2111,2110
" ENSG00000259319","ENSG00000259319","  ;",31,43,26,25
" ENSG00000281332","ENSG00000281332","  LINC00997;",34,51,36,29
" ENSG00000078124","ENSG00000078124","  ACER3;ACER3",598,610,843,841
" ENSG00000101665","ENSG00000101665","  SMAD7;SMAD7",762,923,1141,1128
" ENSG00000005882","ENSG00000005882","  PDK2;PDK2",645,701,479,490
" ENSG00000146072","ENSG00000146072","  TNFRSF21;TNFRSF21",982,996,712,708
" ENSG00000107404","ENSG00000107404","  DVL1;DVL1",1840,1867,2580,2570
" ENSG00000112763","ENSG00000112763","  BTN2A1;BTN2A1",1333,1348,966,961
" ENSG00000174989","ENSG00000174989","  FBXW8;FBXW8",1165,1183,1643,1621
" ENSG00000135093","ENSG00000135093","  USP30;USP30",402,426,578,575
" ENSG00000215039","ENSG00000215039","  CD27-AS1;",66,77,49,50
" ENSG00000166598","ENSG00000166598","  HSP90B1;HSP90B1",6055,6819,8818,8814
" ENSG00000166598","ENSG00000166598","  HSP90B1;HEL-S-125m",6055,6819,8818,8814
" ENSG00000042429","ENSG00000042429","  MED17;MED17",28,46,46,44
" ENSG00000113384","ENSG00000113384","  GOLPH3;GOLPH3",3091,3509,2410,2396
" ENSG00000099940","ENSG00000099940","  SNAP29;SNAP29",966,887,666,672
" ENSG00000111640","ENSG00000111640","  GAPDH;GAPDH",31420,33581,44926,44792
" ENSG00000111640","ENSG00000111640","  GAPDH;HEL-S-162eP",31420,33581,44926,44792
" ENSG00000205423","ENSG00000205423","  CNEP1R1;FLJ38101",415,378,550,548
" ENSG00000205423","ENSG00000205423","  CNEP1R1;CNEP1R1",415,378,550,548
" ENSG00000268364","ENSG00000268364","  SMC5-AS1;",14,28,21,21
" ENSG00000168917","ENSG00000168917","  SLC35G2;SLC35G2",63,101,71,67
" ENSG00000141068","ENSG00000141068","  KSR1;KSR1",413,440,597,588
" ENSG00000197860","ENSG00000197860","  SGTB;SGTB",429,435,608,596
" ENSG00000084092","ENSG00000084092","  NOA1;NOA1",518,522,728,720
" ENSG00000147437","ENSG00000147437","  GNRH1;GNRH1",36,45,29,26
" ENSG00000165996","ENSG00000165996","  HACD1;HACD1",816,685,551,550
" ENSG00000149782","ENSG00000149782","  PLCB3;PLCB3",1704,1759,2407,2390
" ENSG00000162510","ENSG00000162510","  MATN1;MATN1",14,10,19,20
" ENSG00000161791","ENSG00000161791","  FMNL3;FMNL3",737,690,990,985
" ENSG00000164329","ENSG00000164329","  TENT2;TENT2",869,964,1263,1257
" ENSG00000139977","ENSG00000139977","  NAA30;NAA30",642,721,933,938
" ENSG00000125611","ENSG00000125611","  CHCHD5;CHTM1",250,252,347,355
" ENSG00000125611","ENSG00000125611","  CHCHD5;CHCHD5",250,252,347,355
" ENSG00000198786","ENSG00000198786","  MT-ND5;ND5",60576,71665,48613,48793
" ENSG00000198786","ENSG00000198786","  MT-ND5;MT-ND5",60576,71665,48613,48793
" ENSG00000285641","ENSG00000285641","  ;",9,8,16,15
" ENSG00000174749","ENSG00000174749","  FAM241A;FAM241A",59,99,75,74
" ENSG00000163322","ENSG00000163322","  ABRAXAS1;ABRAXAS1",63,70,90,99
" ENSG00000151327","ENSG00000151327","  FAM177A1;FAM177A1",759,814,1085,1089
" ENSG00000251493","ENSG00000251493","  FOXD1;FOXD1",124,149,191,183
" ENSG00000137494","ENSG00000137494","  ANKRD42;ANKRD42",364,388,523,521
" ENSG00000114268","ENSG00000114268","  PFKFB4;PFKFB4",378,440,566,549
" ENSG00000249996","ENSG00000249996","  PPIC-AS1;",28,28,20,16
" ENSG00000122971","ENSG00000122971","  ACADS;ACADS",182,166,127,121
" ENSG00000143429","ENSG00000143429","  LSP1P4;",68,78,95,109
" ENSG00000123130","ENSG00000123130","  ACOT9;ACOT9",1531,1423,1080,1060
" ENSG00000182149","ENSG00000182149","  IST1;IST1",2828,2705,3832,3808
" ENSG00000132155","ENSG00000132155","  RAF1;RAF1",2055,2025,2825,2818
" ENSG00000168612","ENSG00000168612","  ZSWIM1;ZSWIM1",156,207,239,234
" ENSG00000237037","ENSG00000237037","  NDUFA6-DT;",76,60,94,93
" ENSG00000137171","ENSG00000137171","  KLC4;KLC4",534,478,698,692
" ENSG00000146232","ENSG00000146232","  NFKBIE;NFKBIE",385,393,278,280
" ENSG00000103994","ENSG00000103994","  ZNF106;ZNF106",4081,4015,2938,2920
" ENSG00000145911","ENSG00000145911","  N4BP3;N4BP3",52,80,80,80
" ENSG00000143199","ENSG00000143199","  ADCY10;ADCY10",22,40,27,28
" ENSG00000143199","ENSG00000143199","  ADCY10;HEL-S-7a",22,40,27,28
" ENSG00000171843","ENSG00000171843","  MLLT3;MLLT3",1012,1051,745,745
" ENSG00000074842","ENSG00000074842","  MYDGF;MYDGF",2641,2629,1908,1904
" ENSG00000240771","ENSG00000240771","  ARHGEF25;ARHGEF25",153,120,180,185
" ENSG00000131171","ENSG00000131171","  SH3BGRL;SH3BGRL",1806,1785,1299,1297
" ENSG00000131171","ENSG00000131171","  SH3BGRL;HEL-S-115",1806,1785,1299,1297
" ENSG00000092148","ENSG00000092148","  HECTD1;HECTD1",1619,1726,2300,2308
" ENSG00000223910","ENSG00000223910","  ZNF32-AS3;",21,10,13,16
" ENSG00000168255","ENSG00000168255","  POLR2J3;POLR2J3",52,57,36,38
" ENSG00000103199","ENSG00000103199","  ZNF500;ZNF500",202,173,254,260
" ENSG00000255224","ENSG00000255224","  ;",19,10,19,19
" ENSG00000204310","ENSG00000204310","  AGPAT1;AGPAT1",90,84,133,104
" ENSG00000121413","ENSG00000121413","  ZSCAN18;ZSCAN18",368,346,497,492
" ENSG00000121413","ENSG00000121413","  ZSCAN18;ZNF447",368,346,497,492
" ENSG00000136021","ENSG00000136021","  SCYL2;SCYL2",1479,1763,2181,2171
" ENSG00000174963","ENSG00000174963","  ZIC4;ZIC4",77,52,48,51
" ENSG00000048140","ENSG00000048140","  TSPAN17;TSPAN17",1442,1566,2073,2056
" ENSG00000198586","ENSG00000198586","  TLK1;TLK1",1356,1383,1893,1889
" ENSG00000140931","ENSG00000140931","  CMTM3;CMTM3",1954,1936,1417,1400
" ENSG00000067208","ENSG00000067208","  EVI5;EVI5",880,871,634,631
" ENSG00000153786","ENSG00000153786","  ZDHHC7;ZDHHC7",3406,3673,2570,2580
" ENSG00000257781","ENSG00000257781","  ;",25,24,37,38
" ENSG00000257135","ENSG00000257135","  ODC1-DT;",11,16,21,21
" ENSG00000197965","ENSG00000197965","  MPZL1;MPZL1",7129,7770,5433,5429
" ENSG00000185495","ENSG00000185495","  ;",235,154,221,224
" ENSG00000250959","ENSG00000250959","  GLUD1P3;",97,116,145,148
" ENSG00000126107","ENSG00000126107","  HECTD3;HECTD3",1573,1554,1138,1127
" ENSG00000135114","ENSG00000135114","  OASL;OASL",6,14,7,7
" ENSG00000125827","ENSG00000125827","  TMX4;TMX4",1828,1988,2611,2618
" ENSG00000104219","ENSG00000104219","  ZDHHC2;ZDHHC2",913,1048,722,715
" ENSG00000122705","ENSG00000122705","  CLTA;CLTA",4012,3512,5118,5081
" ENSG00000250616","ENSG00000250616","  ;",15,14,22,25
" ENSG00000005187","ENSG00000005187","  ACSM3;ACSM3",10,5,11,13
" ENSG00000104497","ENSG00000104497","  SNX16;SNX16",63,77,97,97
" ENSG00000074755","ENSG00000074755","  ZZEF1;ZZEF1",2684,2504,1889,1886
" ENSG00000119396","ENSG00000119396","  RAB14;RAB14",2259,2273,3118,3128
" ENSG00000149932","ENSG00000149932","  TMEM219;LOC124446",1471,1491,1075,1072
" ENSG00000149932","ENSG00000149932","  TMEM219;TMEM219",1471,1491,1075,1072
" ENSG00000160055","ENSG00000160055","  TMEM234;TMEM234",194,147,129,127
" ENSG00000105497","ENSG00000105497","  ZNF175;ZNF175",290,333,429,421
" ENSG00000105479","ENSG00000105479","  CCDC114;CCDC114",12,23,21,21
" ENSG00000023445","ENSG00000023445","  BIRC3;BIRC3",20,15,10,11
" ENSG00000254999","ENSG00000254999","  BRK1;BRK1",2385,2139,3085,3080
" ENSG00000237989","ENSG00000237989","  LINC01679;",79,86,58,57
" ENSG00000117242","ENSG00000117242","  PINK1-AS;",11,5,9,13
" ENSG00000114331","ENSG00000114331","  ACAP2;ACAP2",2380,2282,1692,1696
" ENSG00000185634","ENSG00000185634","  SHC4;SHC4",64,61,88,91
" ENSG00000089063","ENSG00000089063","  TMEM230;TMEM230",2373,2493,3346,3339
" ENSG00000203724","ENSG00000203724","  C1orf53;C1orf53",75,46,53,50
" ENSG00000163812","ENSG00000163812","  ZDHHC3;ZDHHC3",2573,2609,1879,1884
" ENSG00000176946","ENSG00000176946","  THAP4;THAP4",1065,1070,1478,1465
" ENSG00000168310","ENSG00000168310","  IRF2;IRF2",641,685,485,477
" ENSG00000115020","ENSG00000115020","  PIKFYVE;PIKFYVE",1942,2016,2729,2713
" ENSG00000197586","ENSG00000197586","  ENTPD6;ENTPD6",1153,1292,1683,1645
" ENSG00000112584","ENSG00000112584","  FAM120B;FAM120B",1764,1771,2441,2426
" ENSG00000065833","ENSG00000065833","  ME1;ME1",1402,1545,1075,1077
" ENSG00000155287","ENSG00000155287","  SLC25A28;SLC25A28",828,966,658,663
" ENSG00000100994","ENSG00000100994","  PYGB;PYGB",2735,2597,1945,1937
" ENSG00000203734","ENSG00000203734","  ECT2L;ECT2L",17,15,25,26
" ENSG00000115350","ENSG00000115350","  POLE4;POLE4",389,313,464,466
" ENSG00000258984","ENSG00000258984","  UBE2F-SCLY;UBE2F-SCLY",168,194,242,253
" ENSG00000006194","ENSG00000006194","  ZNF263;ZNF263",1044,1059,1456,1439
" ENSG00000119714","ENSG00000119714","  GPR68;GPR68",139,136,192,193
" ENSG00000196189","ENSG00000196189","  SEMA4A;SEMA4A",54,47,73,71
" ENSG00000188352","ENSG00000188352","  FOCAD;FOCAD",1357,1359,1877,1859
" ENSG00000204406","ENSG00000204406","  MBD5;MBD5",964,962,706,692
" ENSG00000276840","ENSG00000276840","  PMS2P10;",14,17,26,15
" ENSG00000288597","ENSG00000288597","  ;",22,25,37,34
" ENSG00000108091","ENSG00000108091","  CCDC6;CCDC6",1240,1295,1750,1730
" ENSG00000251580","ENSG00000251580","  LINC02482;",15,7,7,10
" ENSG00000143337","ENSG00000143337","  TOR1AIP1;TOR1AIP1",2576,2430,1834,1818
" ENSG00000119231","ENSG00000119231","  SENP5;SENP5",1215,1173,1640,1639
" ENSG00000180769","ENSG00000180769","  WDFY3-AS2;",83,86,60,58
" ENSG00000127452","ENSG00000127452","  FBXL12;FBXL12",1115,1159,836,819
" ENSG00000088970","ENSG00000088970","  KIZ;KIZ",312,236,206,212
" ENSG00000144048","ENSG00000144048","  DUSP11;DUSP11",722,759,543,534
" ENSG00000168288","ENSG00000168288","  MMADHC;MMADHC",1409,1757,2063,2084
" ENSG00000027847","ENSG00000027847","  B4GALT7;B4GALT7",772,743,552,549
" ENSG00000188064","ENSG00000188064","  WNT7B;WNT7B",15,9,7,7
" ENSG00000227885","ENSG00000227885","  ;",15,14,23,24
" ENSG00000148356","ENSG00000148356","  LRSAM1;LRSAM1",764,788,1065,1067
" ENSG00000225697","ENSG00000225697","  SLC26A6;SLC26A6",922,921,675,665
" ENSG00000119715","ENSG00000119715","  ESRRB;ESRRB",7,6,12,13
" ENSG00000119685","ENSG00000119685","  TTLL5;TTLL5",679,679,934,934
" ENSG00000224536","ENSG00000224536","  ;",26,33,43,42
" ENSG00000115325","ENSG00000115325","  DOK1;DOK1",337,392,266,269
" ENSG00000203950","ENSG00000203950","  RTL8A;RTL8A",811,922,1182,1163
" ENSG00000174652","ENSG00000174652","  ZNF266;ZNF266",919,888,1241,1239
" ENSG00000232352","ENSG00000232352","  SEMA3B-AS1;",14,19,22,27
" ENSG00000196526","ENSG00000196526","  AFAP1;AFAP1",1561,1486,1134,1092
" ENSG00000233967","ENSG00000233967","  ;",17,21,29,29
" ENSG00000170949","ENSG00000170949","  ZNF160;ZNF160",732,786,1038,1038
" ENSG00000103978","ENSG00000103978","  TMEM87A;TMEM87A",586,558,786,784
" ENSG00000275395","ENSG00000275395","  FCGBP;FCGBP",28,16,27,27
" ENSG00000163686","ENSG00000163686","  ABHD6;ABHD6",207,185,269,269
" ENSG00000213949","ENSG00000213949","  ITGA1;ITGA1",992,1143,790,786
" ENSG00000091317","ENSG00000091317","  CMTM6;CMTM6",806,827,1122,1119
" ENSG00000091542","ENSG00000091542","  ALKBH5;ALKBH5",1632,1560,2190,2177
" ENSG00000105327","ENSG00000105327","  BBC3;BBC3",724,766,543,543
" ENSG00000126391","ENSG00000126391","  FRMD8;FRMD8",1564,1574,1153,1136
" ENSG00000066084","ENSG00000066084","  DIP2B;DIP2B",2008,2012,2764,2742
" ENSG00000185418","ENSG00000185418","  TARS3;TARSL2",613,630,857,849
" ENSG00000185418","ENSG00000185418","  TARS3;TARS3",613,630,857,849
" ENSG00000063245","ENSG00000063245","  EPN1;EPN1",4252,4201,5808,5757
" ENSG00000187535","ENSG00000187535","  IFT140;IFT140",746,645,942,930
" ENSG00000154305","ENSG00000154305","  MIA3;MIA3",2586,2808,3693,3642
" ENSG00000112715","ENSG00000112715","  VEGFA;VEGF",2841,2568,3659,3673
" ENSG00000112715","ENSG00000112715","  VEGFA;VEGFA",2841,2568,3659,3673
" ENSG00000263753","ENSG00000263753","  LINC00667;",801,857,611,601
" ENSG00000261504","ENSG00000261504","  LINC01686;",11,15,21,20
" ENSG00000157911","ENSG00000157911","  PEX10;PEX10",361,271,408,394
" ENSG00000090905","ENSG00000090905","  TNRC6A;TNRC6A",2409,2291,3254,3154
" ENSG00000011021","ENSG00000011021","  CLCN6;CLCN6",1982,1869,1414,1407
" ENSG00000172725","ENSG00000172725","  CORO1B;CORO1B",2847,2838,2092,2066
" ENSG00000286129","ENSG00000286129","  ;",273,264,380,358
" ENSG00000105519","ENSG00000105519","  CAPS;CAPS",81,55,52,54
" ENSG00000167766","ENSG00000167766","  ZNF83;ZNF83",929,1152,1372,1351
" ENSG00000075975","ENSG00000075975","  MKRN2;MKRN2",910,941,1276,1255
" ENSG00000076321","ENSG00000076321","  KLHL20;KLHL20",878,918,1231,1223
" ENSG00000135334","ENSG00000135334","  AKIRIN2;AKIRIN2",1446,1442,1992,1956
" ENSG00000140553","ENSG00000140553","  UNC45A;UNC45A",1532,1365,1972,1939
" ENSG00000120149","ENSG00000120149","  MSX2;MSX2",284,303,213,213
" ENSG00000117533","ENSG00000117533","  VAMP4;VAMP4",1038,1123,791,794
" ENSG00000187051","ENSG00000187051","  RPS19BP1;RPS19BP1",800,690,1003,996
" ENSG00000027001","ENSG00000027001","  MIPEP;MIPEP",303,313,424,423
" ENSG00000123064","ENSG00000123064","  DDX54;DDX54",1317,1537,1914,1900
" ENSG00000240225","ENSG00000240225","  ZNF542P;",123,98,146,149
" ENSG00000268043","ENSG00000268043","  NBPF12;NBPF12",645,590,824,854
" ENSG00000227946","ENSG00000227946","  ;",16,28,26,19
" ENSG00000155754","ENSG00000155754","  C2CD6;C2CD6",37,45,26,32
" ENSG00000101191","ENSG00000101191","  DIDO1;DIDO1",3355,3216,4488,4463
" ENSG00000171649","ENSG00000171649","  ZIK1;ZIK1",202,131,185,182
" ENSG00000186318","ENSG00000186318","  BACE1;BACE1",1592,1777,1246,1241
" ENSG00000095380","ENSG00000095380","  NANS;NANS",301,237,204,202
" ENSG00000138107","ENSG00000138107","  ACTR1A;ACTR1A",3580,3566,4873,4874
" ENSG00000179295","ENSG00000179295","  PTPN11;PTPN11",6354,6604,8827,8815
" ENSG00000108219","ENSG00000108219","  TSPAN14;TSPAN14",1768,1905,2502,2484
" ENSG00000008282","ENSG00000008282","  SYPL1;SYPL1",1397,1712,1170,1176
" ENSG00000008282","ENSG00000008282","  SYPL1;SYPL",1397,1712,1170,1176
" ENSG00000153531","ENSG00000153531","  ADPRHL1;ADPRHL1",134,114,172,165
" ENSG00000166902","ENSG00000166902","  MRPL16;MRPL16",657,632,883,878
" ENSG00000143869","ENSG00000143869","  GDF7;GDF7",238,212,165,163
" ENSG00000269834","ENSG00000269834","  ZNF528-AS1;",141,118,173,177
" ENSG00000154813","ENSG00000154813","  DPH3;DPH3",736,810,1050,1045
" ENSG00000154813","ENSG00000154813","  DPH3;ZCSL2",736,810,1050,1045
" ENSG00000150760","ENSG00000150760","  DOCK1;DOCK1",4089,4257,3080,3050
" ENSG00000141447","ENSG00000141447","  OSBPL1A;OSBPL1A",1799,1774,1296,1324
" ENSG00000153006","ENSG00000153006","  SREK1IP1;SREK1IP1",576,615,820,802
" ENSG00000178440","ENSG00000178440","  TIMM23B-AGAP6;",118,104,100,74
" ENSG00000108799","ENSG00000108799","  EZH1;EZH1",1022,1062,768,759
" ENSG00000132694","ENSG00000132694","  ARHGEF11;ARHGEF11",2372,2447,3293,3269
" ENSG00000167987","ENSG00000167987","  VPS37C;VPS37C",776,822,1091,1085
" ENSG00000170471","ENSG00000170471","  RALGAPB;RALGAPB",3431,3447,4695,4675
" ENSG00000089597","ENSG00000089597","  GANAB;GANAB",18784,19198,13985,13921
" ENSG00000089597","ENSG00000089597","  GANAB;HEL-S-164nA",18784,19198,13985,13921
" ENSG00000173757","ENSG00000173757","  STAT5B;STAT5B",1769,1614,2283,2293
" ENSG00000131791","ENSG00000131791","  PRKAB2;PRKAB2",877,1003,1266,1257
" ENSG00000153162","ENSG00000153162","  BMP6;BMP6",16,14,9,8
" ENSG00000166592","ENSG00000166592","  RRAD;RRAD",23,40,27,27
" ENSG00000175387","ENSG00000175387","  SMAD2;SMAD2",2066,2151,2874,2864
" ENSG00000196503","ENSG00000196503","  ARL9;ARL9",13,5,10,9
" ENSG00000146386","ENSG00000146386","  ABRACL;ABRACL",315,295,420,414
" ENSG00000226471","ENSG00000226471","  ;",19,23,31,32
" ENSG00000118600","ENSG00000118600","  RXYLT1;RXYLT1",49,81,66,65
" ENSG00000137478","ENSG00000137478","  FCHSD2;FCHSD2",573,556,772,770
" ENSG00000008952","ENSG00000008952","  SEC62;SEC62",2295,2523,3272,3234
" ENSG00000229867","ENSG00000229867","  STEAP3-AS1;",12,16,8,8
" ENSG00000006042","ENSG00000006042","  TMEM98;TMEM98",4049,4226,3048,3039
" ENSG00000233912","ENSG00000233912","  ;",37,48,29,31
" ENSG00000164237","ENSG00000164237","  CMBL;CMBL",1745,1590,1231,1231
" ENSG00000056097","ENSG00000056097","  ZFR;ZFR",3347,3720,4767,4748
" ENSG00000153789","ENSG00000153789","  FAM92B;FAM92B",12,5,11,11
" ENSG00000234009","ENSG00000234009","  RPL5P34;",20,27,16,15
" ENSG00000213047","ENSG00000213047","  DENND1B;DENND1B",234,321,220,217
" ENSG00000233337","ENSG00000233337","  UBE2FP3;",8,17,15,14
" ENSG00000168159","ENSG00000168159","  RNF187;RNF187",3467,3683,4858,4833
" ENSG00000142949","ENSG00000142949","  PTPRF;PTPRF",4057,4032,5530,5469
" ENSG00000146828","ENSG00000146828","  SLC12A9;SLC12A9",1027,1140,1460,1462
" ENSG00000159905","ENSG00000159905","  ZNF221;ZNF221",72,73,104,100
" ENSG00000100324","ENSG00000100324","  TAB1;TAB1",922,951,686,688
" ENSG00000100324","ENSG00000100324","  TAB1;MAP3K7IP1",922,951,686,688
" ENSG00000164068","ENSG00000164068","  RNF123;RNF123",961,1025,1352,1343
" ENSG00000158092","ENSG00000158092","  NCK1;NCK1",434,448,317,328
" ENSG00000139218","ENSG00000139218","  SCAF11;SCAF11",3056,3133,4206,4205
" ENSG00000160703","ENSG00000160703","  NLRX1;NLRX1",873,848,638,625
" ENSG00000145002","ENSG00000145002","  FAM86B2;FAM86B2",34,20,29,22
" ENSG00000100056","ENSG00000100056","  ESS2;ESS2",593,505,734,728
" ENSG00000146233","ENSG00000146233","  CYP39A1;CYP39A1",9,19,14,12
" ENSG00000215859","ENSG00000215859","  PDZK1P1;",8,10,15,16
" ENSG00000115137","ENSG00000115137","  DNAJC27;DNAJC27",213,235,308,302
" ENSG00000273117","ENSG00000273117","  ;",74,78,106,107
" ENSG00000131378","ENSG00000131378","  RFTN1;RFTN1",612,620,461,443
" ENSG00000091527","ENSG00000091527","  CDV3;CDV3",5514,6529,4524,4531
" ENSG00000144152","ENSG00000144152","  FBLN7;FBLN7",774,777,1060,1051
" ENSG00000119541","ENSG00000119541","  VPS4B;VPS4B",1478,1411,1967,1951
" ENSG00000162144","ENSG00000162144","  CYB561A3;CYB561A3",291,253,359,372
" ENSG00000101216","ENSG00000101216","  GMEB2;GMEB2",656,710,928,921
" ENSG00000217801","ENSG00000217801","  ;",5,8,13,9
" ENSG00000150551","ENSG00000150551","  LYPD1;LYPD1",30,28,17,23
" ENSG00000197558","ENSG00000197558","  SSPO;",76,49,51,52
" ENSG00000161202","ENSG00000161202","  DVL3;DVL3",4462,4435,6048,6022
" ENSG00000273084","ENSG00000273084","  ;",16,26,29,24
" ENSG00000273507","ENSG00000273507","  ;",15,10,19,19
" ENSG00000198589","ENSG00000198589","  LRBA;LRBA",1248,1348,1754,1752
" ENSG00000286268","ENSG00000286268","  ;",13,5,8,8
" ENSG00000182446","ENSG00000182446","  NPLOC4;NPLOC4",3988,4221,5548,5549
" ENSG00000055332","ENSG00000055332","  EIF2AK2;EIF2AK2",2415,3225,3493,3503
" ENSG00000264666","ENSG00000264666","  ;",19,9,13,12
" ENSG00000121417","ENSG00000121417","  ZNF211;ZNF211",336,335,458,458
" ENSG00000000003","ENSG00000000003","  TSPAN6;TSPAN6",718,871,1040,1042
" ENSG00000108557","ENSG00000108557","  RAI1;RAI1",2991,2912,4005,3992
" ENSG00000175213","ENSG00000175213","  ZNF408;ZNF408",501,541,390,378
" ENSG00000183283","ENSG00000183283","  DAZAP2;DAZAP2",3762,3862,2819,2808
" ENSG00000173681","ENSG00000173681","  BCLAF3;BCLAF3",296,327,421,422
" ENSG00000101337","ENSG00000101337","  TM9SF4;TM9SF4",3845,4114,2955,2937
" ENSG00000049246","ENSG00000049246","  PER3;PER3",505,488,367,362
" ENSG00000138650","ENSG00000138650","  PCDH10;PCDH10",308,304,222,225
" ENSG00000133657","ENSG00000133657","  ATP13A3;ATP13A3",3534,3840,4975,4947
" ENSG00000115419","ENSG00000115419","  GLS;GLS",985,1112,762,803
" ENSG00000247157","ENSG00000247157","  LINC01252;",29,30,21,18
" ENSG00000145919","ENSG00000145919","  BOD1;BOD1",1738,1582,2233,2228
" ENSG00000285646","ENSG00000285646","  ;",10,6,14,12
" ENSG00000068438","ENSG00000068438","  FTSJ1;FTSJ1",986,992,1340,1343
" ENSG00000131779","ENSG00000131779","  PEX11B;PEX11B",375,422,539,532
" ENSG00000232434","ENSG00000232434","  AJM1;AJM1",212,182,269,259
" ENSG00000158290","ENSG00000158290","  CUL4B;CUL4B",3108,3759,2614,2597
" ENSG00000286445","ENSG00000286445","  ;",10,13,18,19
" ENSG00000125534","ENSG00000125534","  PPDPF;PPDPF",2281,2201,1868,1556
" ENSG00000103061","ENSG00000103061","  SLC7A6OS;SLC7A6OS",183,129,189,188
" ENSG00000148925","ENSG00000148925","  BTBD10;BTBD10",887,933,1235,1226
" ENSG00000066923","ENSG00000066923","  STAG3;STAG3",48,37,28,35
" ENSG00000243679","ENSG00000243679","  ;",152,203,144,133
" ENSG00000251357","ENSG00000251357","  ;",63,66,91,90
" ENSG00000111834","ENSG00000111834","  RSPH4A;RSPH4A",16,28,26,26
" ENSG00000286136","ENSG00000286136","  ;",16,10,8,8
" ENSG00000047932","ENSG00000047932","  GOPC;GOPC",756,724,554,539
" ENSG00000180104","ENSG00000180104","  EXOC3;EXOC3",1151,1088,1510,1511
" ENSG00000197826","ENSG00000197826","  CFAP299;CFAP299",21,24,33,34
" ENSG00000204469","ENSG00000204469","  PRRC2A;PRRC2A",11419,11640,15585,15541
" ENSG00000109738","ENSG00000109738","  GLRB;GLRB",402,443,312,313
" ENSG00000170464","ENSG00000170464","  DNAJC18;DNAJC18",747,756,1021,1014
" ENSG00000105287","ENSG00000105287","  PRKD2;PRKD2",812,893,1158,1129
" ENSG00000203780","ENSG00000203780","  FANK1;FANK1",60,77,52,49
" ENSG00000119669","ENSG00000119669","  IRF2BPL;IRF2BPL",3403,3825,2707,2698
" ENSG00000275835","ENSG00000275835","  TUBGCP5;TUBGCP5",681,645,898,893
" ENSG00000036448","ENSG00000036448","  MYOM2;MYOM2",24,20,33,32
" ENSG00000106049","ENSG00000106049","  HIBADH;HIBADH",2039,1957,1490,1471
" ENSG00000148341","ENSG00000148341","  SH3GLB2;SH3GLB2",1598,1572,2150,2132
" ENSG00000261087","ENSG00000261087","  ZNNT1;",22,26,16,15
" ENSG00000134982","ENSG00000134982","  APC;APC",216,193,277,275
" ENSG00000180902","ENSG00000180902","  D2HGDH;D2HGDH",650,662,885,890
" ENSG00000137101","ENSG00000137101","  CD72;CD72",38,24,24,24
" ENSG00000134480","ENSG00000134480","  CCNH;CCNH",348,497,496,493
" ENSG00000261485","ENSG00000261485","  PAN3-AS1;",17,20,28,28
" ENSG00000103429","ENSG00000103429","  BFAR;BFAR",2049,1976,2722,2703
" ENSG00000143178","ENSG00000143178","  TBX19;TBX19",89,135,96,95
" ENSG00000152700","ENSG00000152700","  SAR1B;SAR1B",987,1070,758,771
" ENSG00000103507","ENSG00000103507","  BCKDK;BCKDK",1075,1080,1445,1465
" ENSG00000197734","ENSG00000197734","  C14orf178;C14orf178",16,13,22,23
" ENSG00000243289","ENSG00000243289","  AGAP13P;",16,13,23,22
" ENSG00000101417","ENSG00000101417","  PXMP4;PXMP4",290,218,323,312
" ENSG00000221821","ENSG00000221821","  C6orf226;C6orf226",68,58,87,86
" ENSG00000122694","ENSG00000122694","  GLIPR2;GLIPR2",1022,1161,816,819
" ENSG00000060069","ENSG00000060069","  CTDP1;CTDP1",1035,974,1351,1352
" ENSG00000020426","ENSG00000020426","  MNAT1;MNAT1",260,274,358,366
" ENSG00000175354","ENSG00000175354","  PTPN2;PTPN2",765,635,909,919
" ENSG00000167920","ENSG00000167920","  TMEM99;",112,113,78,85
" ENSG00000168591","ENSG00000168591","  TMUB2;TMUB2",1150,1199,870,872
" ENSG00000109083","ENSG00000109083","  IFT20;IFT20",559,430,623,623
