GENE PRODUCT DB,GENE PRODUCT ID,SYMBOL,QUALIFIER,GO TERM,SLIMMED FROM,GO NAME,ECO ID,GO EVIDENCE CODE,REFERENCE,WITH/FROM,TAXON ID,ASSIGNED BY,ANNOTATION EXTENSION,GO ASPECT
UniProtKB,A4D1B1,CD36,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q08857|ensembl:ENSMUSP00000133008,9606,Ensembl,,P
UniProtKB,A4D1B1,CD36,involved_in,GO:0030299,GO:0030299,intestinal cholesterol absorption,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q08857|ensembl:ENSMUSP00000133008,9606,Ensembl,,P
UniProtKB,A4D1B1,CD36,involved_in,GO:0070508,GO:0070508,cholesterol import,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q08857|ensembl:ENSMUSP00000133008,9606,Ensembl,,P
UniProtKB,A4D1W7,INHBA,involved_in,GO:0070723,GO:0071397,cellular response to cholesterol,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P18331|ensembl:ENSRNOP00000019272,9606,Ensembl,,P
UniProtKB,A4D2M9,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR009904,9606,InterPro,,P
UniProtKB,A4D2M9,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,A4QPB2,LRP5L,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000056265|UniProtKB:O75197,9606,GO_Central,,P
UniProtKB,A8K0D2,A8K0D2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,A8K0D2,A8K0D2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,A8K0D2,A8K0D2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,A8K2P7,A8K2P7,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,F
UniProtKB,A8K2P7,A8K2P7,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,P
UniProtKB,A8K6C1,A8K6C1,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR017130,9606,InterPro,,P
UniProtKB,A8K6C1,A8K6C1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,A8K6C1,A8K6C1,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000104,UniRule:UR000736773,9606,UniProt,,P
UniProtKB,A8K6C1,A8K6C1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000104,UniRule:UR000736773,9606,UniProt,,P
UniProtKB,A8K7Y7,A8K7Y7,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR020064,9606,InterPro,,P
UniProtKB,A8K8D6,A8K8D6,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,A8K8D6,A8K8D6,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,A8K8W7,A8K8W7,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR010468,9606,InterPro,,P
UniProtKB,A8K8W7,A8K8W7,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,A8K977,A8K977,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030367,9606,InterPro,,P
UniProtKB,A8KA27,A8KA27,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,A8KA27,A8KA27,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,B0AZS2,STARD4,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,F
UniProtKB,B0AZS2,STARD4,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,P
UniProtKB,B2R4S5,B2R4S5,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,B2R5U3,EHD1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9WVK4|ensembl:ENSMUSP00000025684,9606,Ensembl,,P
UniProtKB,B2R649,B2R649,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B2R649,B2R649,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,B2R6A7,B2R6A7,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B2RD46,B2RD46,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR040362,9606,InterPro,,P
UniProtKB,B2RDU6,MVK,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B2RDU6,MVK,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,B4DDI3,B4DDI3,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DDI3,B4DDI3,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B4DDI9,B4DDI9,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B4DDJ0,B4DDJ0,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DDJ0,B4DDJ0,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B4DGE5,B4DGE5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DK82,B4DK82,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DK82,B4DK82,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,B4DK82,B4DK82,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,B4DMZ5,B4DMZ5,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR017130,9606,InterPro,,P
UniProtKB,B4DMZ5,B4DMZ5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DMZ5,B4DMZ5,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000104,UniRule:UR000736773,9606,UniProt,,P
UniProtKB,B4DMZ5,B4DMZ5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000104,UniRule:UR000736773,9606,UniProt,,P
UniProtKB,B4DPT7,B4DPT7,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR020064,9606,InterPro,,P
UniProtKB,B4DQ23,B4DQ23,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DTE5,B4DTE5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4DTE5,B4DTE5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B4DV10,B4DV10,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,B4DYE1,NFE2L1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4E1K5,B4E1K5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B4E1K5,B4E1K5,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,B4E1K5,B4E1K5,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,B7Z301,B7Z301,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,B7Z301,B7Z301,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,B7Z6E6,B7Z6E6,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B7Z6S9,B7Z6S9,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B7Z731,B7Z731,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B7Z7D8,B7Z7D8,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B7Z7G9,B7Z7G9,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,B7ZAT6,B7ZAT6,involved_in,GO:0034435,GO:0034435,cholesterol esterification,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030687,9606,InterPro,,P
UniProtKB,B7ZAT6,B7ZAT6,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030687,9606,InterPro,,P
UniProtKB,B7ZAT6,B7ZAT6,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,C9JKD9,ABCG1,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR020064,9606,InterPro,,P
UniProtKB,C9JPU9,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,C9JPU9,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,C9JSG8,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR009904,9606,InterPro,,P
UniProtKB,C9JSG8,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,C9JXV4,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,C9JXV4,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,D3DV87,GBA,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,D6RDM5,STARD4,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,F
UniProtKB,D6RDM5,STARD4,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,P
UniProtKB,D6REN7,STARD4,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,F
UniProtKB,D6REN7,STARD4,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR042555,9606,InterPro,,P
UniProtKB,E5RH12,STAR,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR029866,9606,InterPro,,F
UniProtKB,E7DVW4,FABP4,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P04117|ensembl:ENSMUSP00000029041,9606,Ensembl,,P
UniProtKB,E7EMS2,NPC2,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,E7EPP8,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E7EPP8,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,E9PGV9,ABCG1,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR020064,9606,InterPro,,P
UniProtKB,E9PLI3,TM7SF2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E9PLI3,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,E9PLI3,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,E9PLS9,TM7SF2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E9PLS9,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,E9PLS9,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,E9PM00,DHCR7,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E9PM00,DHCR7,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,E9PM00,DHCR7,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,E9PQ50,TM7SF2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E9PQ50,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,E9PQ50,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,E9PRQ1,TM7SF2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E9PRQ1,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,E9PRQ1,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,E9PS09,TM7SF2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,E9PS09,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,E9PS09,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,F1D8N1,NR1H3,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9Z0Y9|ensembl:ENSMUSP00000106988,9606,Ensembl,,P
UniProtKB,F1D8S3,NR1D1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q3UV55|ensembl:ENSMUSP00000069505,9606,Ensembl,,P
UniProtKB,F1D8T1,NR2A1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P49698|ensembl:ENSMUSP00000018094,9606,Ensembl,,P
UniProtKB,F5GX19,LAMTOR1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR028209,9606,InterPro,,P
UniProtKB,F5H1B7,NFE2L1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,F5H3Y3,LAMTOR1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR028209,9606,InterPro,,P
UniProtKB,F5H479,LAMTOR1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR028209,9606,InterPro,,P
UniProtKB,F5H6P3,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR009904,9606,InterPro,,P
UniProtKB,F5H6P3,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,F5H8H2,MVK,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,F5H8H2,MVK,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,G3V2V8,NPC2,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,G3V366,CYP46A1,involved_in,GO:0006707,GO:0006707,cholesterol catabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR039983,9606,InterPro,,P
UniProtKB,G3V3D1,NPC2,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,G3V3E8,NPC2,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,H0YB94,STAR,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR029866,9606,InterPro,,F
UniProtKB,H0YB94,STAR,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,H0YEJ5,DHCR7,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,H0YEJ5,DHCR7,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,H0YEJ5,DHCR7,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,H0YFI1,LAMTOR1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR028209,9606,InterPro,,P
UniProtKB,H0YIZ1,NPC2,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,H0YJI0,CYP46A1,involved_in,GO:0006707,GO:0006707,cholesterol catabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR039983,9606,InterPro,,P
UniProtKB,H3BRJ9,CETP,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR017130,9606,InterPro,,P
UniProtKB,H3BRJ9,CETP,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,H3BRJ9,CETP,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000104,UniRule:UR000736773,9606,UniProt,,P
UniProtKB,H3BRJ9,CETP,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000104,UniRule:UR000736773,9606,UniProt,,P
UniProtKB,H3BSZ1,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,H3BSZ1,CYP11A1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,H7C5L3,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR009904,9606,InterPro,,P
UniProtKB,H7C5L3,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,J3KMY5,NPC2,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR033916,9606,InterPro,,P
UniProtKB,J3QKY3,NFE2L1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,J3QQX3,FDXR,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00296,9606,UniProt,,P
UniProtKB,J9JIE5,NFE2L1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,K7EJW6,ABCA5,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030367,9606,InterPro,,P
UniProtKB,K7EKS9,ABCA5,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030367,9606,InterPro,,P
UniProtKB,K7EMV2,ABCA5,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030367,9606,InterPro,,P
UniProtKB,K7ENF9,ABCA5,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030367,9606,InterPro,,P
